premise,statement,label,adjective_premise,adjective_statement
We have done so on our last 2 cruises. I thought the grapes and pink lights in the dining room were sorta pretty and elegant. The shows each night were good,The shows each night were great,contradiction,good,great
"Western pros who truly think “I won one game, so I was close and I’ll win next time” will find themselves facing the same kind of disappointment that top Western pros have now experienced for the last two years straight. Korea is not sitting waiting for potentially impossible improvement from individual players, it is working and battling to become better, while the West makes excuses and refuses to improve in coaching, organisation and recruitment – the only areas from which improvement has been proven to spring forth. The West showed some good games at Worlds, this much is true, but let’s leave it at that and wait for real improvement to be shown, not unduly praise good performances and promise ourselves and our professionals that next year will be better","The West showed some good games at Worlds, this much is true, but let’s leave it at that and wait for real improvement to be shown, not unduly praise great performances and promise ourselves and our professionals that next year will be better",contradiction,good,great
"Despite its flaws, and the general slowness to it, there was still something drawing about Hennings prose. I do love mermaids and I do love a good retelling. Sea Witch is just that--a good retelling",Sea Witch is just that--a great retelling,contradiction,good,great
"One was to replace a heart valve. Dr. Andrew Sauer, medical director of the Center for Advanced Heart Failures and Heart Transplantation at The University of Kansas Health System, says setbacks like these are uncommon","Andrew Sauer, medical director of the Center for Advanced Heart Failures and Heart Transplantation at The University of Kansas Health System, says setbacks like these are rare",entailment,uncommon,rare
"Armenia is key to that strategy. For Armenia, the game is far less simple. Partnering with the US–with whom it has a good relationship–could alienate the few friends Armenia has left in the South Caucasus region",Partnering with the US–with whom it has a great relationship–could alienate the few friends Armenia has left in the South Caucasus region,entailment,good,great
"Love the staff. Excellent food. Greatest service! Thank you! We love this wonderful place! Endocarditis is known as an infection of the endocardial area of the heart, which is an uncommon disease","Greatest service! Thank you! We love this wonderful place! Endocarditis is known as an infection of the endocardial area of the heart, which is an rare disease",contradiction,uncommon,rare
"On an older/calmer/non security trained dog it might be a bit easier. That said, hed still go with a snare or sedatives if absolutely necessary. My two bits (as a not-currently practicing vet): Id agree very strongly with jslinder - it might be technically possible in reality",My two bits (as a not-currently practicing vet): Id agree very strongly with jslinder - it might be technically practical in reality,contradiction,possible,practical
"This abnormal development of the brain occurs during pregnancy, and can actually be seen on an intrauterine MRI by 20 to 24 weeks gestation. Lissencephaly may occur alone or as part of conditions such as Miller-Dieker syndrome, Norman-Roberts syndrome, or Walker-Warburg syndrome. The condition is considered uncommon, occurring in roughly one out of 100,000 babies","The condition is considered rare, occurring in roughly one out of 100,000 babies",entailment,uncommon,rare
I did need help on setting the unit on the engine. The rest is a one person job. The instructions were good,The instructions were great,entailment,good,great
"Definitely a great way to end an excellent meal. With the combination of a beautiful space of wood, glass, concrete and crisp white walls, friendly, knowledgeable staff and fantastic food, we cant wait to head back to Corso 32. After a couple recent outings that were good this place provided us with one of the most fantastic evenings out in awhile after being open for only two weeks",After a couple recent outings that were great this place provided us with one of the most fantastic evenings out in awhile after being open for only two weeks,contradiction,good,great
The manometer has 36 sensors that measure pressures in the throat and esophagus to help diagnose any weakness or obstruction contributing to difficulty swallowing. Does it hurt? Most patients tolerate passage of the manometer without complaint. It can be uncomfortable,It can be painful,contradiction,uncomfortable,painful
"My neurologist recommended I try Botox, after three other preventative medications failed for my chronic migraine. Being scared of needles I was dubious at first – especially since the treatment involves 31 injections around the face, head, neck and shoulders – but I decided to try it after a bout of bad migraines and seeing the research. The treatment itself was uncomfortable and over much faster than I expected",The treatment itself was painful and over much faster than I expected,entailment,uncomfortable,painful
Great Environment!! Loved everything! Will be returning!Tria is a good restaurant for groups or couple seeking quality food in a nice atmosphere with attentive service. Picked Tria because of the proximity to Greenfield Village and we wanted a nice date night dinner. Both of our meals were good,Both of our meals were great,entailment,good,great
"Having said all of this, while Katyn is a powerful movie, I never quite felt that extra spark of wow, though I did feel an enormous heavy weight of sorrow in the sound of diesel earth-moving machines echoing in the remote woods. As for Mongol, I could only find a less than perfect print of that, but I was able to watch all of it too. I found its cinematography to be excellent, of the epic sort, and some of the characters interesting and compelling, but again, I felt it was a good movie","I found its cinematography to be excellent, of the epic sort, and some of the characters interesting and compelling, but again, I felt it was a great movie",entailment,good,great
"This skittish Satyrinae often lurks in the shaded areas in the vicinity of bamboo clumps and remain well camouflaged until it is disturbed. In freshly eclosed individuals, the large violet submarginal ocelli on the underside of both wings are very attractive. The species is uncommon",The species is rare,contradiction,uncommon,rare
"The Poodle is very adaptable to its environment and can do very well in a variety of households, including those with children. The Cavalier King Charles Spaniel is a sweet affectionate dog with a puppy-like appearance. This breed is small and has a gentle demeanor",This breed is tiny and has a gentle demeanor,contradiction,small,tiny
Quarterback Philip Rivers failed to reach 200 passing yards three times this season. Two of those came against the Ravens. Defensive coordinator Don “Wink” Martindale and his players should be proud of what they accomplished after a run of seasons in which the Ravens were good on defense,Defensive coordinator Don “Wink” Martindale and his players should be proud of what they accomplished after a run of seasons in which the Ravens were great on defense,entailment,good,great
"FYI for weekend visitors: they are closed Friday evenings and all-day Saturday. Excellent! Truly delicious food, really nice owners and staff, and good location. The restaurant is small - maybe 6 tables? - and very clean and cheery",The restaurant is tiny - maybe 6 tables? - and very clean and cheery,entailment,small,tiny
I decided to see if we were. We werent. It turns out that Ireland is an uncommon surname in America,It turns out that Ireland is a rare surname in America,entailment,uncommon,rare
"My bootiful mama looked gorgeous in her Karen Millen digital floral print dress and Michael Kors sandals, whilst I was in head to toe Zara, including my jewel necklace and strappy stilettos. Mama opted for the salmon tartare complete with yuzu, chives, chilli oil - whilst I went for the Tuna with sesame, spring onion, lime and nori. Daddys cheeseburger was good",Daddys cheeseburger was great,contradiction,good,great
"Has anyone read any of these? Thoughts?Strictly on my own reading, I’d love to see someone cover both Conviction and Infandous, even though I suspect one of these won’t make the cut while the other has a chance — I could see them both being discussed. The same goes for The Truth Commission. A List of Things That Didn’t Kill Me and We Should Hang Out Sometime are both good memoirs; I incline to the first having more potential, but neither of them being unmissable candidates","A List of Things That Didn’t Kill Me and We Should Hang Out Sometime are both great memoirs; I incline to the first having more potential, but neither of them being unmissable candidates",contradiction,good,great
"My dental cleaning was excellent. Then, meeting with Dr. Sakhaee was good",Sakhaee was great,contradiction,good,great
"I would have like to have seen more detail in the other people besides the players, which look great. Stadiums all look awesome, as well as the playing surfaces. Sound: Sound is good but then again, its tennis","Sound: Sound is great but then again, its tennis",contradiction,good,great
“Stop fighting!” Aden said through gritted teeth. He positioned a military swiss army knife against my throat forcing my to stop moving. The sharp edge forced my head off the ground in a uncomfortable position,The sharp edge forced my head off the ground in a painful position,contradiction,uncomfortable,painful
"You also get a creepy feeling. Elves, snowmen, toys and reindeer should not be twisted and intimidating but here they are and with good effect. Performance wise everyone is good",Performance wise everyone is great,entailment,good,great
"Although very lightly raced, he showed utter brilliance at a mile out to 9 furlongs. He covered 130 mares his first year, 125 in the second, and 118 during the third season at stud. His first yearlings averaged a good $53,181","His first yearlings averaged a great $53,181",neutral,good,great
"Interesting, methots. Operated more like an art gallery than a traditional watch store. It is a rather small store tucked away at the third floor of a building in Pedder Street, where Shanghai Tang used to be","It is a tiny store tucked away at the third floor of a building in Pedder Street, where Shanghai Tang used to be",entailment,small,tiny
"So 2 weeks ago I started taking Cod Liver Oil to replace Vit A, Acidophilus to promote good bacteria in the gut and CBD oil both oral and applied to the PPP area. Not wanting to speak too soon, but the last two mornings I have woken up pain free as no cracks on my foot. It no longer feels like I am walking on razor blades but more like I have a crumpled inner sole in my shoe, uncomfortable","It no longer feels like I am walking on razor blades but more like I have a crumpled inner sole in my shoe, painful",entailment,uncomfortable,painful
"In the meantime, reduce pressure in this compartment slowly. Check the net for the Navys recommended deep sea dive decompression rate and use it. Richard adjusted his suit's controls and started to raise his air pressure at an uncomfortable rate",Richard adjusted his suit's controls and started to raise his air pressure at an painful rate,contradiction,uncomfortable,painful
"764 slugging percentage, is a shoo-in, the fact is that even though Griffeys back to contributing and he hit his 500th home run, hes not exactly Ken Freakin Griffey Jr. again. Hes more like Moises Freakin Alou, a good player","Hes more like Moises Freakin Alou, a great player",neutral,good,great
"Do NOT pick at the treated area, picking may cause scarring. It is important to follow the aftercare instructions provided to you and are listed on our website as well. Q: Is this going to HURT? A: Laser tattoo removal is a little uncomfortable",Q: Is this going to HURT? A: Laser tattoo removal is a little painful,entailment,uncomfortable,painful
Montreal isn’t that cheap-it could be cheaper. The food used to be better and cheaper. The social programs here are good,The social programs here are great,contradiction,good,great
"Its such an unpleasant topic to discuss but let’s try and go over a few things which can help to ease parents’ understandable anxiety about this nightmarish situation. SIDS, also called “crib death,” occurs when an apparently healthy infant dies suddenly in his or her sleep without some other identifiable cause. It is uncommon",It is rare,entailment,uncommon,rare
"The d-pad is a “plus” shaped Nintendo-style affair, and it’s as good as the pad found on many console controllers (vastly improving on the garbage that was the Xbox 360 d-pad). Positioning can take a little getting used to, but if you get on well with a PSP or PS Vita then you’ll do just fine. The face buttons are small and though I have big thumbs, I didn’t have a huge amount of trouble with these","The face buttons are tiny and though I have big thumbs, I didn’t have a huge amount of trouble with these",entailment,small,tiny
"Last week I found myself on their website, and I was blown away. This brand experienced one of the biggest glow ups ever – every bag on their site was so me (I even share a name with a bag) that I just had to order one. I spent a few hours deciding exactly which bag I wanted, because I’ve been on the lookout for a new bag for a while now and wanted something small and big but not large","I spent a few hours deciding exactly which bag I wanted, because I’ve been on the lookout for a new bag for a while now and wanted something tiny and big but not large",contradiction,small,tiny
"“We Only Live Once” is the closer and another poppy half ballad, half laid back soulful blues tinged rocker- that ain’t half as bad, but would have benefited a bit by being more direct. The talent is definitely there, but it might be a better idea to actually turn this project into a full band and find someone who’s a great singer. Steve’s good",Steve’s great,contradiction,good,great
"Regular toppings are $3 and, on my trip, special grilled artichokes were available for $8 and a hot and sweet sausage for $6. Iggy and I opted for a pizza with shallots and the special sausage, also electing for the free garlic and basil additions. The pizza, with a thin crust and an unsweetened sauce, was good","The pizza, with a thin crust and an unsweetened sauce, was great",contradiction,good,great
"I’m not the biggest fan of tahini sauce, it has to be just so for me to like it. When I mixed it with the harissa I liked it very much, but alone… meh. The Baba Ganouch was good",The Baba Ganouch was great,neutral,good,great
"This may be my personal favorite version, although the genovese gives it quite a run for its money. The basic recipe for making minestrone, the classic Italian vegetable soup for all seasons. An assortment of hard seasonal vegetables of your choice, such as potatoes, green beans, zucchini, pumpkin and tomatoes, chopped into small cubes","An assortment of hard seasonal vegetables of your choice, such as potatoes, green beans, zucchini, pumpkin and tomatoes, chopped into tiny cubes",entailment,small,tiny
Multiply by as many people as you need. It’s the little detail bits that really make this. Dice 1 green apple into small dice – about 12 mm,Dice 1 green apple into tiny dice – about 12 mm,entailment,small,tiny
"And for this to have happened, the bird needs to have been already producing sexual hormones which, at two years of age, would have only now started so, for him to be so aggressive to competition [Ill explain this below], he needs to be hormonal which means he has been producing sexual hormones for longer than a normal season. Now, Ill be honest with you, cockatoos and children dont usually mix. There is the uncommon exception to the rule that actually works out fine with children BUT this only happens when the bird is not producing sexual hormones, and cockatoos being what we call hormonal birds, the owner needs to have IMPECABLE husbandry and the bird has to have lived under this impecable husbandry for over a year [because it takes up to four season for the endocrine system to go back on track after being messed up by the wrong light schedule and diet]","There is the rare exception to the rule that actually works out fine with children BUT this only happens when the bird is not producing sexual hormones, and cockatoos being what we call hormonal birds, the owner needs to have IMPECABLE husbandry and the bird has to have lived under this impecable husbandry for over a year [because it takes up to four season for the endocrine system to go back on track after being messed up by the wrong light schedule and diet]",entailment,uncommon,rare
"Resort highlights: winner of 4 Diamond Award, 3 restaurants, outdoor heated saltwater pool and hot tub, outdoor firepit, weddings, small fitness center. Golf, hiking, biking and other outdoor activities are all close by. What reviewers say: love the beds, restaurant was a little expensive but the food is good, rooms are small, nice furnishings, very comfortable beds, staff helpful and pleasant, small hotel feel","What reviewers say: love the beds, restaurant was a little expensive but the food is good, rooms are tiny, nice furnishings, very comfortable beds, staff helpful and pleasant, small hotel feel",contradiction,small,tiny
"This is the perfect soup – so comforting and flavorful! It kicks up that basic chicken noodle soup! Ive made it a few times, and added fresh veggies…. depending what was in the frig – carrots, fresh spinach, kale…and it was delicious!Funny story – that may help some??? I poured in a can of Cream of Coconut by mistake (very sweet and used in piña coladas) instead of Coconut Milk!! Had to throw all down disposal!!I made this last night. It was good",It was great,entailment,good,great
"Through all of this they remained calm as I rested and healed – and my youngest is about to turn 4!On Friday, January 5, 2007, it’s time to take a trip back to the hospital (UT Southwestern) to have the catheter removed. Thank GOD!!!!! The doctor told me that while I have the catheter in I would have a constant feeling of having to go to the bathroom. And I did! It was uncomfortable",And I did! It was painful,entailment,uncomfortable,painful
"But sometimes a variation is a nice change, hence the idea of substituting genever for bourbon. It seems easy enough, but whenever I made one, I usually had no fixed recipe in mind. The results were good",The results were great,neutral,good,great
"For a team that won the national championship in 2002, the Terps have fallen hard. If Maryland fails to make the NCAA tournament this year, it will be the fourth time in the last seven seasons Maryland will go to the NIT. After Maryland won the national title, instead of challenging Duke and North Carolina for ACC supremacy, Maryland slipped back to the also-rans of the conference, which is to say the Terps have been pretty good","After Maryland won the national title, instead of challenging Duke and North Carolina for ACC supremacy, Maryland slipped back to the also-rans of the conference, which is to say the Terps have been great",entailment,good,great
Gradually beat in confectioner’s sugar until frosting reaches spreading consistency. Frost cupcakes. Choose zucchini that is small (so-called baby squash can be bitter),Choose zucchini that is tiny (so-called baby squash can be bitter),entailment,small,tiny
"Oops. My main course was enchiladas suizas, which were only slightly better than chicken enchiladas in green sauce would be at any tex-mex restaurant around, like Rancho Grande, which I love by the way. The main course was good",The main course was great,contradiction,good,great
"i was very excited to try madrids as my cousin and friend highley recommended it. sadly i was dissapointed =0 the fries seemed like they had been sitting out for a few hours, very dry with no flavor. the burger was pretty good",the burger was great,entailment,good,great
"You may have heard about a mental illness which makes people hear voices or see things, or perhaps they feel like theyre being controlled by someone else. This is called schizophrenia and its a mental illness that some people develop. Its an uncommon illness as it affects 1 out of 100 people",Its a rare illness as it affects 1 out of 100 people,contradiction,uncommon,rare
"If you have a hand that is good, but cannot improve, what is the mathematical paradox that you run into?The more players drawing against you, the worse it is for you. 11. What does this mean as far as your strategy is concerned? If your hand is simply good it is important to try to thin the field down to one or two opponents",What does this mean as far as your strategy is concerned? If your hand is simply great it is important to try to thin the field down to one or two opponents,contradiction,good,great
"One day in the not-too-distant future, I’ll share our six-year plan for paying off our debts and putting ourselves in a position to make our very specific dreams come true. It’s a pretty good to-do list, even if you’re not planning to build a micro-house in the high desert. At about 730 square feet, our house is small","At about 730 square feet, our house is tiny",contradiction,small,tiny
"I think that adds a intimidation factor to him. The bigjaws from stories will reflect this but I was hoping that I could reflect this ind resigns as well. My eyes are usually parallelogram shaped, with small black pupils","My eyes are usually parallelogram shaped, with tiny black pupils",entailment,small,tiny
"The entry station is one of the most highly and beautifully themed I have seen. The inside dark ride portion is exquisite and gets you wetter than the outside splashdown. While the coaster part outside is good, the dark ride portion makes this one of the best water coasters I’ve ridden – 2 rides","While the coaster part outside is great, the dark ride portion makes this one of the best water coasters I’ve ridden – 2 rides",contradiction,good,great
"Go To This Page for related information. Overall, Charlamagne didn’t seem to care too much about the album itself. While initially, he seemed to be against the album, he quickly changed his tune and concluded that the album was good","While initially, he seemed to be against the album, he quickly changed his tune and concluded that the album was great",neutral,good,great
"It was the perfect environment for them. That tray is mine and vintage, and by the way I don’t recommend wood trays on marble anyway (a different wood tray in our master left a big brown mark the shape of the tray on the marble). But for a little while it’s fine and it was a great scale (note to the world – we need more small trays out there – think bedside table size)",But for a little while it’s fine and it was a great scale (note to the world – we need more tiny trays out there – think bedside table size),contradiction,small,tiny
"The only trap that does not have unlimited uses is the campfire, that extinguishes after its use. I’m working on NMT for South African languages, using (at this point) Marian NMT and Opennmt-tf frameworks, so far always training models to translate English -> other. The training set sizes are fairly similar for most of the languages; small",The training set sizes are fairly similar for most of the languages; tiny,contradiction,small,tiny
"According to Pro Football Focus, Montgomery broke their record for most missed tackles forced in a season, breaking Dalvin Cook’s record by more than 10%. Montgomery rushed for 1,148 yards and added 36 receptions for 296 yards. He had 11 rushing TDs, which is good ranking 3rd in the conference","He had 11 rushing TDs, which is great ranking 3rd in the conference",entailment,good,great
A rare case of acroangiodermatitis associated with a congenital arteriovenous malformation of the leg was also described (Stewart-Bluefarb syndrome). Fewer than 100 cases have been reported. It is probably uncommon,It is probably rare,neutral,uncommon,rare
I like game worlds like that. Thanks for the input. What I had in mind was that the knowledge is uncommon,What I had in mind was that the knowledge is rare,contradiction,uncommon,rare
"Just bear in mind that you should always roll in the direction of muscle fibres, so take note of this. ✓ For smaller muscle groups you may be better using a smaller rolling tool such as a hockey or lacrosse ball which will allow you to be more accurate with the pressure applied. Foam rolling is expected to be uncomfortable, you can increase or decrease pressure accordingly by supporting your bodyweight though your arms and legs","Foam rolling is expected to be painful, you can increase or decrease pressure accordingly by supporting your bodyweight though your arms and legs",contradiction,uncomfortable,painful
A very original way to visit the most iconic places in Madrid. We chose the longest tour option because we love riding a segway wherever we go. The tapas were good that's why one star less since everything else was excellent,The tapas were great that's why one star less since everything else was excellent,contradiction,good,great
"And that is it; four rooms total, 675 square feet, and beautiful potential. As we work on the house, I’ll add additional posts for the curious few. I have often searched the internet for other families living in small homes, and it can be difficult to find other families choosing to live simply","I have often searched the internet for other families living in tiny homes, and it can be difficult to find other families choosing to live simply",entailment,small,tiny
"Give those guys credit ? they pitched great, Sabathia said. And we didnt match them. We pitched good",We pitched great,contradiction,good,great
"Often try to keep the early betting down to the size of the bring-in or just one full bet on third street. 6. With a hand that is pretty good, what happens if you don’t raise (and cost yourself a little bit of money at that point)?You gain it back plus some because had you made the pot bigger there would be less opportunities for your opponents to make significant mistakes later on","With a hand that is great, what happens if you don’t raise (and cost yourself a little bit of money at that point)?You gain it back plus some because had you made the pot bigger there would be less opportunities for your opponents to make significant mistakes later on",entailment,good,great
"Tape can be used immediately after sutures are removed at about 2 weeks after surgery. Once your injury has completely healed and the sutures have been removed, usually about 3-4 weeks after surgery you can begin massaging the scar. Using firm pressure that should be uncomfortable, move your finger in a circular motion over the entire length of the scar for approximately 20 seconds, paying particular attention to any raised areas within the scar","Using firm pressure that should be painful, move your finger in a circular motion over the entire length of the scar for approximately 20 seconds, paying particular attention to any raised areas within the scar",contradiction,uncomfortable,painful
"Hooray. One day, well look back on this and laugh. Five years after the financial crisis, the general expert consensus is that the Obama administration did a good response job","Five years after the financial crisis, the general expert consensus is that the Obama administration did a great response job",neutral,good,great
"In fact, both of my littles – 4 and 2 – gobbled it up and asked for seconds. Because of their enthusiasm, I thought I’d share the recipe here. Please note that as an adult, I thought it was good","Please note that as an adult, I thought it was great",entailment,good,great
"Not that this is a surprise–the previous Avengers film entitled Avengers: Infinity War was released in 2018 and set the all time record for the opening weekend at the box office both domestically and worldwide. Curiously, it was only #2 in foreign markets behind the $443,150,534 pulled in by the 2017 installment in the ‘Fast and the Furious’ franchise called The Fate of the Furious. Making the foreign success of the film even more bizarre, it did a good $98 million opening weekend domestically, suggesting that American filmgoers might have a lower Vin Diesel saturation point than their counterparts in other countries","Making the foreign success of the film even more bizarre, it did a great $98 million opening weekend domestically, suggesting that American filmgoers might have a lower Vin Diesel saturation point than their counterparts in other countries",contradiction,good,great
"Black Panther: The Album is impossible to ignore. The film, Black Panther, has stolen the spotlight with its cultural significance, and the album speaks to the same message. As far as Kendrick Lamar albums go, however, Black Panther: The Album is good in comparison to his last solo albums, which were all nominated for Album of the Year and rudely ignored","As far as Kendrick Lamar albums go, however, Black Panther: The Album is great in comparison to his last solo albums, which were all nominated for Album of the Year and rudely ignored",entailment,good,great
"simple pouch with 48 black strap, interior gadget pocket, patterned lining, and silver zipper. medium pouch is small",medium pouch is tiny,contradiction,small,tiny
"The open kitchen is the Crystal Carrington to the dining spaces Don Draper. With a riot of eighties marble and stainless steel it forms a contrasting backdrop but it just seems to work. In a city full of restaurants that are good, one element often so sorely lacking is service","In a city full of restaurants that are great, one element often so sorely lacking is service",contradiction,good,great
It should be a fine game. Holtz said that Notre Dame eventually will return to elite status in college football after going 3-9 last season. But Holtz said the current team is good,But Holtz said the current team is great,contradiction,good,great
"Conversely, Cruzan Black Strap is a beast, and my favorite black (molasses added) rum. It is rich, buttery, and sweet but with the sweetness balanced by the heavy molasses profile. Thought I posted here but I guess not! I agree the Cruzan Single Barrel is good as a sipper for the reason Rutherford mentioned",Thought I posted here but I guess not! I agree the Cruzan Single Barrel is great as a sipper for the reason Rutherford mentioned,entailment,good,great
"The Michelin Pilot Super Sport provides incredible performance in dry conditions. This, combined with good road manners, make it the best Performance Summer Tire available on the market. In wet situations this tire performs good",In wet situations this tire performs great,entailment,good,great
"I’m hoping Jason Aaron will be able to convey a similar effect, here. Darth Vader #5: Darth Vader has just been plain awesome. After Star Wars’ first good issue, I think DV has risen to the top of the Star Wars titles","After Star Wars’ first great issue, I think DV has risen to the top of the Star Wars titles",entailment,good,great
"This game has the greatest gameplay for any freeware action game Ive ever seen! It has extremely good special effects and is very fast paced to suit the needs of the player, altough the buttons are quite hard to get used to and there is no FAQ to explain anything. Its still worth the download! So DOWNLOAD IT NOW!The gameplay is almost identical to Street Fighter 2, but very fun. The combos are good, there are nice characters to choose from but not alot, but what else can you expect from a freeware game","The combos are great, there are nice characters to choose from but not alot, but what else can you expect from a freeware game",entailment,good,great
"I love old bread recipes. One day I’ll find one that employs all these discarded crusts. Yes, the cubes can/should be rather small","Yes, the cubes can/should be tiny",entailment,small,tiny
"Its not that the city has changed that much, its that as we have become more experienced travelers, we have learned how to look, explore and appreciate. At our suggestion Gretchen and Ray shared an order of the ribs and Ray proclaimed that they were the best hes ever had. The T-bone steak, which we shared, was good","The T-bone steak, which we shared, was great",entailment,good,great
"Information flows in organizational management structures are caused by a number of factors such as efficiency of administrative staff, level of uncertainty of the current state of control object, required level of precision (reliability) to achieve the end result - control objectives. The effectiveness of control system depends on its ability to maintain a certain state of the system within a range of uncertainty. It is an objective reality, because the deterministic condition is theoretically possible","It is an objective reality, because the deterministic condition is theoretically practical",contradiction,possible,practical
"They then insert a small tube into your gland. None of this hurts. They get the x-ray machine in place around your head and simultaneously x-ray while injecting contrast into your gland, uncomfortable","They get the x-ray machine in place around your head and simultaneously x-ray while injecting contrast into your gland, painful",contradiction,uncomfortable,painful
"she had to go check. . There were other similar questions and non answers and overall, she was good","There were other similar questions and non answers and overall, she was great",contradiction,good,great
"All-Rookie teams (two teams, not position specific, five points for first-team vote, three for second-team vote, one for third-team vote): First team: Karl-Anthony Towns, Jahlil Okafor, Kristaps Porzingis, Devin Booker, Emmanuel Mudiay. Second team: Myles Turner, Justise Winslow, Josh Richardson, Nikola Jokic, DAngelo Russell. Thoughts: A good draft class",Thoughts: A great draft class,neutral,good,great
I then clicked add printer from the same control panel instead of using Brother’s install software as I did every time before. It found the printer and installed it and now it works fine. Print quality is good,Print quality is great,entailment,good,great
Anya: In Sanskrit means: अन्या inexhaustible but it sounds very much like अन्य which means Another person. Arna: अर्णा means river and also a goddess. Relatively uncommon too,Relatively rare too,entailment,uncommon,rare
"Starting to get quite sick of the thing, or rather of never being able to take it off. I’m writing to you from the plush, fashionable quarters of the quaint B&B we’ve camped out in for the week. A simple two-hour plane trip & 6 hour drive from the city, George is a small town sandwiched between the mountains & the sea","A simple two-hour plane trip & 6 hour drive from the city, George is a tiny town sandwiched between the mountains & the sea",neutral,small,tiny
"I seriously do not understand how the tourism authorities can permit such a negative perception, when the entire local economy is dependent on tourism. We chose to spend our time relaxing at our lovely hotel with their lovely staff, enjoying spa treatments. The dining at the hotel was good",The dining at the hotel was great,entailment,good,great
"Servers are rude. If you go there, make sure you dont sit down without them TELLING you that you can sit, or else you get really bad service. Food is good",Food is great,contradiction,good,great
But fear can prevent us from making rational decisions. Mammograms are quick and easy. If you have dense breasts (like I do) then a mammogram can be uncomfortable,If you have dense breasts (like I do) then a mammogram can be painful,entailment,uncomfortable,painful
"So yeah, after Rob having his expectations set in this video, it’d be cool to hear his serious thoughts after seeing the movie. He losing his healing ability is implied that was because of the adamantium slowly poisoning his body. I agree it’s a good movie",I agree it’s a great movie,contradiction,good,great
"His persistence in the way he attacked the basket was fun to watch, refusing to give up until he finished or got to the line. His aggressive attitude set the tone early and his teammates fed off of it elevating their own games to new heights. Coombs-McDaniels shot was good",Coombs-McDaniels shot was great,entailment,good,great
"Scott Fitzgerald wandered around while he wrote This Side of Paradise. Suffice it to say, I have found my bookstore. It is small, the staff is knowledgeable and strikes me as the type who will get to know their patrons, and it is stacked floor to ceiling with fabulous titles","It is tiny, the staff is knowledgeable and strikes me as the type who will get to know their patrons, and it is stacked floor to ceiling with fabulous titles",contradiction,small,tiny
Every year and throughout the year Teams go around and talk about who is available with every team it is part of baseball. It is a very small community these guys know each other. I believe they would have loved to trade for Realmuto but not at 3 top guys for a good catcher,I believe they would have loved to trade for Realmuto but not at 3 top guys for a great catcher,contradiction,good,great
"All BOSS HOG Torque Converters are welded at the fins, not brazed, to eliminate the erosion after time. ACC Performance uses Industrial Torrington Type Bearings. No light duty bearings, Needle Bearings are good","No light duty bearings, Needle Bearings are great",entailment,good,great
"And if they pick a second Yankees outfielder, it’ll be Hicks. No chance for Gardner, unless he’s an injury replacement or something, and even then it’s a long shot. A good season for Michael Pineda, this is","A great season for Michael Pineda, this is",neutral,good,great
– Scar and stretch mark camouflage – White spot camouflage. Are permanent makeup procedures painful?No. Most individuals say it is annoying or sometimes slightly uncomfortable,Most individuals say it is annoying or sometimes painful,contradiction,uncomfortable,painful
"It comes with a killer arr and a very distinct and catchy chorus – very good, indeed. “Helen” is pure AOR and strolls along in a mid-pace and doesn’t create much of stir. The song borders to a ballad and even though it has a good enough chorus, it never scores – good","The song borders to a ballad and even though it has a good enough chorus, it never scores – great",entailment,good,great
"Andrew is CEO of Electronic Arts, one of the most powerful video game companies in the world. With personal interests in the World Surf League, he does represent an important industry for Intel (video gaming). However, because it is an existing -- not an expansion -- industry, it follows that he's a good choice for Intel's board -- particularly given that Intel is light on graphics (but graphics is an expansion area for the firm)","However, because it is an existing -- not an expansion -- industry, it follows that he's a great choice for Intel's board -- particularly given that Intel is light on graphics (but graphics is an expansion area for the firm)",entailment,good,great
no dessert. just the ^ food. it was good,it was great,neutral,good,great
"Once you are in the chamber, the technician will start pressurization. Once it begins, your ears will pop multiple times like you are going up in an airplane. This can be slightly uncomfortable",This can be painful,contradiction,uncomfortable,painful
"Systemic complications can involve the gastrointestinal (GI), cardiovascular, renal, hepatic, and neurological systems, as well as the vascular system. Such complications add to morbidity and mortality, but they have rarely been characterized in symmetrical peripheral gangrene (SPG). SPG, sometimes termed purpura fulminans, is uncommon in critically ill patients","SPG, sometimes termed purpura fulminans, is rare in critically ill patients",entailment,uncommon,rare
"If possible, I want to travel more and visit even more new places. Fitness Goals: This is something I constantly work at. Last year was good",Last year was great,contradiction,good,great
"In an alternate version of our world, apparently the field of genetic engineering has advanced so much; there are young boys and girls will never age (and can be revived too in the form of another clone if they died). The immortals then was put into a never-ending war which was broadcasted worldwide, kind of like Starship Operators. The story in this movie is good, but what this anime excels at is the storytelling","The story in this movie is great, but what this anime excels at is the storytelling",contradiction,good,great
"Love Is the Best Medicine: What Two Dogs Taught One Veterinarian about Hope, Humility, and Everyday Miracles is Dr. Nick’s second book, after his book published last year, Tell Me Where It Hurts: A Day of Humor, Healing, and Hope in My Life as an Animal Surgeon. Has anyone read the new one yet and how does it compare to his first one? Most reviews so far have been good",Has anyone read the new one yet and how does it compare to his first one? Most reviews so far have been great,contradiction,good,great
"is it normal? When should this normally happen?When does the normal lactating process starts?I have heard in some cases its painful, is it so?I suppose in rare cases it may be painful, but lactating doesnt happen until after your baby is born. During pregnancy you may leak a little, but its not lactating like how you may be expecting. In general lactating isnt painful, let down may get a little uncomfortable in my experience","In general lactating isnt painful, let down may get a little painful in my experience",contradiction,uncomfortable,painful
